Date,Mode,Category,Note,Amount,Income/Expense,Currency,year,month,Transaction_id
11-02-2017,Cash,Groceries,snacks,10,Expense,INR,2017,February,TXN839
11-02-2017,Cash,Healthcare,Pocket money,1000,Expense,INR,2017,February,TXN840
12-02-2017,Saving Bank account 1,Miscellaneous,No notes available!,850,Expense,INR,2017,February,TXN841
13-02-2017,Saving Bank account 1,Communication,Mobile Service Provider,301,Expense,INR,2017,February,TXN842
16-02-2017,Saving Bank account 1,Miscellaneous,No notes available!,400,Expense,INR,2017,February,TXN843
18-02-2017,Saving Bank account 1,Communication,Mobile Service Provider,301,Expense,INR,2017,February,TXN844
18-02-2017,Cash,Healthcare,Pocket money,500,Expense,INR,2017,February,TXN845
19-02-2017,Saving Bank account 1,Discretionary,Clothing,498,Expense,INR,2017,February,TXN846
19-02-2017,Cash,Education,Stationary,25,Expense,INR,2017,February,TXN847
19-02-2017,Cash,Groceries,beverage,30,Expense,INR,2017,February,TXN848
19-02-2017,Cash,Miscellaneous,No notes available!,23,Expense,INR,2017,February,TXN849
21-02-2017,Cash,Groceries,snacks,10,Expense,INR,2017,February,TXN850
22-02-2017,Saving Bank account 1,Transportation,Taxi,5500,Expense,INR,2017,February,TXN851
22-02-2017,Cash,Education,Stationary,30,Expense,INR,2017,February,TXN852
23-02-2017,Cash,Groceries,Ice cream,80,Expense,INR,2017,February,TXN853
24-02-2017,Cash,Groceries,Grocery,75,Expense,INR,2017,February,TXN854
24-02-2017,Cash,Groceries,Tea,30,Expense,INR,2017,February,TXN855
24-02-2017,Cash,Groceries,Lunch,100,Expense,INR,2017,February,TXN856
25-02-2017,Saving Bank account 1,Groceries,Lunch,247,Expense,INR,2017,February,TXN857
25-02-2017,Saving Bank account 1,Communication,Tata Sky,100,Expense,INR,2017,February,TXN858
25-02-2017,Saving Bank account 1,Groceries,Dinner,318,Expense,INR,2017,February,TXN859
25-02-2017,Cash,Utilities,Kitchen,920,Expense,INR,2017,February,TXN860
25-02-2017,Cash,Utilities,Appliances,1600,Expense,INR,2017,February,TXN861
25-02-2017,Saving Bank account 1,Utilities,Appliances,8500,Expense,INR,2017,February,TXN862
26-02-2017,Saving Bank account 1,Groceries,snacks,58,Expense,INR,2017,February,TXN863
26-02-2017,Cash,Utilities,Kitchen,360,Expense,INR,2017,February,TXN864
26-02-2017,Saving Bank account 1,Utilities,Kirana,846,Expense,INR,2017,February,TXN865
26-02-2017,Cash,Transportation,auto,30,Expense,INR,2017,February,TXN866
26-02-2017,Cash,Transportation,Train,20,Expense,INR,2017,February,TXN867
27-02-2017,Cash,Transportation,auto,30,Expense,INR,2017,February,TXN868
27-02-2017,Cash,Transportation,auto,30,Expense,INR,2017,February,TXN869
27-02-2017,Cash,Transportation,Train,40,Expense,INR,2017,February,TXN870
27-02-2017,Cash,Utilities,Appliances,55,Expense,INR,2017,February,TXN871
27-02-2017,Saving Bank account 1,Groceries,Milk,76,Expense,INR,2017,February,TXN872
27-02-2017,Saving Bank account 1,Groceries,Lunch,88,Expense,INR,2017,February,TXN873
28-02-2017,Cash,Transportation,Taxi,40,Expense,INR,2017,February,TXN874
28-02-2017,Saving Bank account 1,Salary,No notes available!,56021,Income,INR,2017,February,TXN875
28-02-2017,Cash,Groceries,Grocery,85,Expense,INR,2017,February,TXN876
28-02-2017,Cash,Transportation,auto,30,Expense,INR,2017,February,TXN877
28-02-2017,Cash,Transportation,Train,10,Expense,INR,2017,February,TXN878
28-02-2017,Cash,Transportation,Bus,12,Expense,INR,2017,February,TXN879
28-02-2017,Cash,Groceries,Tea,10,Expense,INR,2017,February,TXN880
28-02-2017,Cash,Transportation,Train,80,Expense,INR,2017,February,TXN881
28-02-2017,Saving Bank account 1,Groceries,Dinner,2421,Expense,INR,2017,February,TXN882
28-02-2017,Cash,Transportation,Train,20,Expense,INR,2017,February,TXN883
28-02-2017,Cash,Groceries,breakfast,30,Expense,INR,2017,February,TXN884
28-02-2017,Cash,Transportation,auto,40,Expense,INR,2017,February,TXN885
28-02-2017,Cash,Transportation,auto,30,Expense,INR,2017,February,TXN886
28-02-2017,Cash,Miscellaneous,No notes available!,400,Expense,INR,2017,February,TXN887
28-02-2017,Cash,Transportation,auto,57,Expense,INR,2017,February,TXN888
01-03-2017,Cash,Utilities,Hardware,50,Expense,INR,2017,March,TXN889
01-03-2017,Saving Bank account 1,Miscellaneous,No notes available!,10000,Expense,INR,2017,March,TXN890
03-03-2017,Saving Bank account 1,Groceries,Grocery,148,Expense,INR,2017,March,TXN891
04-03-2017,Cash,Groceries,Ice cream,20,Expense,INR,2017,March,TXN892
05-03-2017,Cash,Discretionary,Footwear,10,Expense,INR,2017,March,TXN893
05-03-2017,Saving Bank account 1,Groceries,Grocery,949,Expense,INR,2017,March,TXN894
05-03-2017,Cash,Transportation,auto,30,Expense,INR,2017,March,TXN895
05-03-2017,Cash,Utilities,Toiletries,140,Expense,INR,2017,March,TXN896
05-03-2017,Cash,Transportation,auto,30,Expense,INR,2017,March,TXN897
05-03-2017,Cash,Groceries,beverage,30,Expense,INR,2017,March,TXN898
05-03-2017,Cash,Transportation,Train,20,Expense,INR,2017,March,TXN899
06-03-2017,Cash,Groceries,breakfast,45,Expense,INR,2017,March,TXN900
06-03-2017,Cash,Groceries,Milk,62,Expense,INR,2017,March,TXN901
07-03-2017,Cash,Groceries,fruits,190,Expense,INR,2017,March,TXN902
07-03-2017,Saving Bank account 1,Communication,Edtech Course,2700.1,Expense,INR,2017,March,TXN903
07-03-2017,Saving Bank account 1,Groceries,Milk,62,Expense,INR,2017,March,TXN904
07-03-2017,Saving Bank account 1,Groceries,Ice cream,20,Expense,INR,2017,March,TXN905
07-03-2017,Cash,Groceries,Grocery,105,Expense,INR,2017,March,TXN906
08-03-2017,Saving Bank account 1,Groceries,Ice cream,150,Expense,INR,2017,March,TXN907
09-03-2017,Cash,Groceries,beverage,100,Expense,INR,2017,March,TXN908
09-03-2017,Saving Bank account 1,Groceries,Grocery,100,Expense,INR,2017,March,TXN909
10-03-2017,Saving Bank account 1,Transportation,Travels,1599.98,Expense,INR,2017,March,TXN910
10-03-2017,Saving Bank account 1,Communication,Mobile Service Provider,296,Expense,INR,2017,March,TXN911
10-03-2017,Saving Bank account 1,Groceries,snacks,72,Expense,INR,2017,March,TXN912
10-03-2017,Saving Bank account 1,Groceries,Milk,62,Expense,INR,2017,March,TXN913
11-03-2017,Saving Bank account 1,Groceries,Grocery,200,Expense,INR,2017,March,TXN914
11-03-2017,Cash,Groceries,snacks,60,Expense,INR,2017,March,TXN915
11-03-2017,Cash,Transportation,Train,20,Expense,INR,2017,March,TXN916
11-03-2017,Cash,Transportation,auto,30,Expense,INR,2017,March,TXN917
12-03-2017,Cash,Transportation,auto,30,Expense,INR,2017,March,TXN918
12-03-2017,Cash,Transportation,Train,40,Expense,INR,2017,March,TXN919
12-03-2017,Cash,Discretionary,Movie,440,Expense,INR,2017,March,TXN920
12-03-2017,Cash,Groceries,Lunch,130,Expense,INR,2017,March,TXN921
12-03-2017,Cash,Groceries,beverage,40,Expense,INR,2017,March,TXN922
12-03-2017,Cash,Transportation,auto,30,Expense,INR,2017,March,TXN923
13-03-2017,Cash,Groceries,Grocery,100,Expense,INR,2017,March,TXN924
13-03-2017,Cash,Discretionary,grooming,100,Expense,INR,2017,March,TXN925
13-03-2017,Cash,Utilities,Hardware,1600,Expense,INR,2017,March,TXN926
13-03-2017,Cash,Utilities,Hardware,400,Expense,INR,2017,March,TXN927
14-03-2017,Cash,Utilities,Hardware,300,Expense,INR,2017,March,TXN928
15-03-2017,Cash,Groceries,Ice cream,40,Expense,INR,2017,March,TXN929
15-03-2017,Cash,Utilities,Kirana,111,Expense,INR,2017,March,TXN930
15-03-2017,Cash,Utilities,Kitchen,50,Expense,INR,2017,March,TXN931
16-03-2017,Saving Bank account 1,Communication,Wifi Internet Service,2820,Expense,INR,2017,March,TXN932
16-03-2017,Cash,Miscellaneous,No notes available!,70,Income,INR,2017,March,TXN933
18-03-2017,Cash,Groceries,fruits,310,Expense,INR,2017,March,TXN934
18-03-2017,Saving Bank account 1,Groceries,Grocery,160,Expense,INR,2017,March,TXN935
18-03-2017,Cash,Groceries,snacks,57,Expense,INR,2017,March,TXN936
19-03-2017,Saving Bank account 1,Communication,Mobile Service Provider,296,Expense,INR,2017,March,TXN937
20-03-2017,Saving Bank account 1,Utilities,Appliances,450,Expense,INR,2017,March,TXN938
22-03-2017,Cash,Transportation,auto,20,Expense,INR,2017,March,TXN939
22-03-2017,Cash,Transportation,auto,33,Expense,INR,2017,March,TXN940
22-03-2017,Cash,Transportation,auto,50,Expense,INR,2017,March,TXN941
22-03-2017,Cash,Transportation,Train,20,Expense,INR,2017,March,TXN942
22-03-2017,Cash,Transportation,Bus,18,Expense,INR,2017,March,TXN943
22-03-2017,Saving Bank account 1,Transportation,Travels,600,Expense,INR,2017,March,TXN944
22-03-2017,Cash,Utilities,Furniture,500,Expense,INR,2017,March,TXN945
22-03-2017,Cash,Transportation,auto,30,Expense,INR,2017,March,TXN946
23-03-2017,Saving Bank account 1,Miscellaneous,No notes available!,1499,Expense,INR,2017,March,TXN947
23-03-2017,Saving Bank account 1,Groceries,beverage,60,Expense,INR,2017,March,TXN948
23-03-2017,Saving Bank account 1,Healthcare,Pocket money,3000,Expense,INR,2017,March,TXN949
25-03-2017,Cash,Groceries,Milk,60,Expense,INR,2017,March,TXN950
25-03-2017,Cash,Healthcare,Hospital,150,Expense,INR,2017,March,TXN951
25-03-2017,Saving Bank account 1,Transportation,Travels,900,Expense,INR,2017,March,TXN952
25-03-2017,Saving Bank account 1,Healthcare,Medicine,110,Expense,INR,2017,March,TXN953
25-03-2017,Saving Bank account 1,Healthcare,Medicine,29,Expense,INR,2017,March,TXN954
25-03-2017,Saving Bank account 1,Miscellaneous,No notes available!,6,Income,INR,2017,March,TXN955
25-03-2017,Cash,Groceries,Grocery,20,Expense,INR,2017,March,TXN956
26-03-2017,Saving Bank account 1,Groceries,Milk,60,Expense,INR,2017,March,TXN957
26-03-2017,Saving Bank account 1,Utilities,Kirana,786,Expense,INR,2017,March,TXN958
27-03-2017,Saving Bank account 1,Groceries,Milk,60,Expense,INR,2017,March,TXN959
27-03-2017,Saving Bank account 1,Utilities,Appliances,260,Expense,INR,2017,March,TXN960
28-03-2017,Cash,Groceries,beverage,12,Expense,INR,2017,March,TXN961
30-03-2017,Saving Bank account 1,Utilities,Kirana,245,Expense,INR,2017,March,TXN962
30-03-2017,Saving Bank account 1,Interest,No notes available!,508,Income,INR,2017,March,TXN963
31-03-2017,Saving Bank account 1,Salary,No notes available!,56102,Income,INR,2017,March,TXN964
31-03-2017,Cash,Transportation,Train,60,Expense,INR,2017,March,TXN965
31-03-2017,Cash,Transportation,Taxi,30,Expense,INR,2017,March,TXN966
31-03-2017,Cash,Transportation,Taxi,30,Expense,INR,2017,March,TXN967
31-03-2017,Cash,Transportation,auto,30,Expense,INR,2017,March,TXN968
31-03-2017,Cash,Transportation,auto,15,Expense,INR,2017,March,TXN969
31-03-2017,Cash,Utilities,Hardware,2500,Expense,INR,2017,March,TXN970
31-03-2017,Cash,Transportation,auto,15,Expense,INR,2017,March,TXN971
31-03-2017,Cash,Groceries,Lunch,495,Expense,INR,2017,March,TXN972
01-04-2017,Saving Bank account 1,Miscellaneous,No notes available!,10000,Expense,INR,2017,April,TXN973
01-04-2017,Cash,Groceries,Grocery,52,Expense,INR,2017,April,TXN974
01-04-2017,Cash,Groceries,Grocery,10,Expense,INR,2017,April,TXN975
01-04-2017,Cash,Groceries,snacks,40,Expense,INR,2017,April,TXN976
03-04-2017,Saving Bank account 1,Communication,Edtech Course,2700.1,Expense,INR,2017,April,TXN977
03-04-2017,Saving Bank account 1,Groceries,snacks,60,Expense,INR,2017,April,TXN978
04-04-2017,Saving Bank account 1,Groceries,Ice cream,45,Expense,INR,2017,April,TXN979
06-04-2017,Saving Bank account 1,Transportation,train,213.6,Expense,INR,2017,April,TXN980
10-04-2017,Saving Bank account 1,Groceries,beverage,20,Expense,INR,2017,April,TXN981
12-04-2017,Saving Bank account 1,Groceries,breakfast,125,Expense,INR,2017,April,TXN982
14-04-2017,Saving Bank account 1,Healthcare,Pocket money,5000,Expense,INR,2017,April,TXN983
16-04-2017,Saving Bank account 1,Communication,Tata Sky,192,Expense,INR,2017,April,TXN984
17-04-2017,Saving Bank account 1,Groceries,Dinner,1076,Expense,INR,2017,April,TXN985
17-04-2017,Saving Bank account 1,Healthcare,clothes,1497,Expense,INR,2017,April,TXN986
18-04-2017,Saving Bank account 1,Groceries,Milk,64,Expense,INR,2017,April,TXN987
18-04-2017,Saving Bank account 1,Groceries,Ice cream,20,Expense,INR,2017,April,TXN988
20-04-2017,Saving Bank account 1,Groceries,Milk,64,Expense,INR,2017,April,TXN989
20-04-2017,Saving Bank account 1,Utilities,Kirana,621.68,Expense,INR,2017,April,TXN990
21-04-2017,Saving Bank account 1,Communication,Cable TV,261,Expense,INR,2017,April,TXN991
21-04-2017,Saving Bank account 1,Healthcare,Medicine,40,Expense,INR,2017,April,TXN992
22-04-2017,Saving Bank account 1,Groceries,beverage,20,Expense,INR,2017,April,TXN993
22-04-2017,Saving Bank account 1,Transportation,Train,30,Expense,INR,2017,April,TXN994
22-04-2017,Saving Bank account 1,Groceries,Grocery,205,Expense,INR,2017,April,TXN995
23-04-2017,Saving Bank account 1,Groceries,snacks,40,Expense,INR,2017,April,TXN996
23-04-2017,Saving Bank account 1,Groceries,vegetables,15,Expense,INR,2017,April,TXN997
24-04-2017,Saving Bank account 1,Miscellaneous,No notes available!,170,Expense,INR,2017,April,TXN998
25-04-2017,Saving Bank account 1,Groceries,Milk,64,Expense,INR,2017,April,TXN999
25-04-2017,Cash,Transportation,auto,30,Expense,INR,2017,April,TXN1000
25-04-2017,Cash,Transportation,Train,20,Expense,INR,2017,April,TXN1001
25-04-2017,Cash,Transportation,auto,10,Expense,INR,2017,April,TXN1002
25-04-2017,Saving Bank account 1,Groceries,snacks,24,Expense,INR,2017,April,TXN1003
26-04-2017,Saving Bank account 1,Miscellaneous,No notes available!,385,Expense,INR,2017,April,TXN1004
27-04-2017,Saving Bank account 1,Groceries,Milk,64,Expense,INR,2017,April,TXN1005
28-04-2017,Saving Bank account 1,Communication,Netflix,149,Expense,INR,2017,April,TXN1006
28-04-2017,Saving Bank account 1,Groceries,Ice cream,30,Expense,INR,2017,April,TXN1007
30-04-2017,Saving Bank account 1,Groceries,Ice cream,10,Expense,INR,2017,April,TXN1008
30-04-2017,Saving Bank account 1,Salary,No notes available!,56957,Income,INR,2017,April,TXN1009
30-04-2017,Cash,Groceries,fruits,25,Expense,INR,2017,April,TXN1010
30-04-2017,Cash,Transportation,auto,30,Expense,INR,2017,April,TXN1011
30-04-2017,Cash,Groceries,snacks,110,Expense,INR,2017,April,TXN1012
30-04-2017,Saving Bank account 1,Groceries,Grocery,17,Expense,INR,2017,April,TXN1013
30-04-2017,Saving Bank account 1,Groceries,Milk,64,Expense,INR,2017,April,TXN1014
30-04-2017,Saving Bank account 1,Groceries,Dinner,221,Expense,INR,2017,April,TXN1015
01-05-2017,Cash,Utilities,No notes available!,1000,Expense,INR,2017,May,TXN1016
01-05-2017,Saving Bank account 1,Groceries,Dinner,321,Expense,INR,2017,May,TXN1017
01-05-2017,Cash,Transportation,auto,30,Expense,INR,2017,May,TXN1018
01-05-2017,Cash,Transportation,auto,30,Expense,INR,2017,May,TXN1019
01-05-2017,Cash,Transportation,Train,10,Expense,INR,2017,May,TXN1020
01-05-2017,Saving Bank account 1,Discretionary,Clothing,599,Expense,INR,2017,May,TXN1021
01-05-2017,Saving Bank account 1,Miscellaneous,No notes available!,100,Expense,INR,2017,May,TXN1022
01-05-2017,Saving Bank account 1,Groceries,flour mill,47,Expense,INR,2017,May,TXN1023
01-05-2017,Saving Bank account 1,Miscellaneous,No notes available!,10000,Expense,INR,2017,May,TXN1024
01-05-2017,Saving Bank account 1,Discretionary,Clothing,399,Expense,INR,2017,May,TXN1025
02-05-2017,Saving Bank account 1,Groceries,Milk,64,Expense,INR,2017,May,TXN1026
02-05-2017,Saving Bank account 1,Groceries,Tea,20,Expense,INR,2017,May,TXN1027
02-05-2017,Saving Bank account 1,Discretionary,Footwear,2421,Expense,INR,2017,May,TXN1028
02-05-2017,Saving Bank account 1,Healthcare,Medicine,40,Expense,INR,2017,May,TXN1029
03-05-2017,Cash,Transportation,Train,60,Expense,INR,2017,May,TXN1030
03-05-2017,Cash,Transportation,auto,15,Expense,INR,2017,May,TXN1031
03-05-2017,Cash,Transportation,auto,30,Expense,INR,2017,May,TXN1032
03-05-2017,Saving Bank account 1,Communication,Edtech Course,2700.1,Expense,INR,2017,May,TXN1033
03-05-2017,Saving Bank account 1,Utilities,Kitchen,8825,Expense,INR,2017,May,TXN1034
03-05-2017,Saving Bank account 1,Miscellaneous,No notes available!,1811,Expense,INR,2017,May,TXN1035
03-05-2017,Cash,Transportation,train,1100,Expense,INR,2017,May,TXN1036
03-05-2017,Cash,Transportation,Train,10,Expense,INR,2017,May,TXN1037
04-05-2017,Saving Bank account 1,Communication,Mobile Service Provider,296,Expense,INR,2017,May,TXN1038
05-05-2017,Saving Bank account 1,Groceries,breakfast,33,Expense,INR,2017,May,TXN1039
05-05-2017,Cash,Groceries,beverage,20,Expense,INR,2017,May,TXN1040
05-05-2017,Saving Bank account 1,Groceries,Dinner,45,Expense,INR,2017,May,TXN1041
06-05-2017,Saving Bank account 1,Groceries,Lunch,330,Expense,INR,2017,May,TXN1042
06-05-2017,Cash,Groceries,Tea,10,Expense,INR,2017,May,TXN1043
06-05-2017,Cash,Groceries,snacks,20,Expense,INR,2017,May,TXN1044
06-05-2017,Cash,Groceries,Dinner,25,Expense,INR,2017,May,TXN1045
07-05-2017,Saving Bank account 1,Groceries,snacks,98,Expense,INR,2017,May,TXN1046
07-05-2017,Saving Bank account 1,Groceries,Dinner,30,Expense,INR,2017,May,TXN1047
07-05-2017,Saving Bank account 1,Groceries,breakfast,45,Expense,INR,2017,May,TXN1048
07-05-2017,Saving Bank account 1,Communication,Mobile Service Provider,296,Expense,INR,2017,May,TXN1049
08-05-2017,Saving Bank account 1,Groceries,breakfast,35,Expense,INR,2017,May,TXN1050
08-05-2017,Saving Bank account 1,Groceries,Dinner,191,Expense,INR,2017,May,TXN1051
09-05-2017,Saving Bank account 1,Groceries,Lunch,45,Expense,INR,2017,May,TXN1052
09-05-2017,Saving Bank account 1,Groceries,Dinner,20,Expense,INR,2017,May,TXN1053
09-05-2017,Cash,Groceries,Tea,10,Expense,INR,2017,May,TXN1054
09-05-2017,Cash,Groceries,Ice cream,40,Expense,INR,2017,May,TXN1055
10-05-2017,Saving Bank account 1,Groceries,breakfast,34,Expense,INR,2017,May,TXN1056
10-05-2017,Saving Bank account 1,Groceries,Lunch,45,Expense,INR,2017,May,TXN1057
10-05-2017,Cash,Groceries,snacks,125,Expense,INR,2017,May,TXN1058
10-05-2017,Saving Bank account 1,Groceries,Dinner,20,Expense,INR,2017,May,TXN1059
10-05-2017,Saving Bank account 1,Education,Stationary,24,Expense,INR,2017,May,TXN1060
